tweet_id,author_id,text,in_response_to_tweet_id,created_at
1319,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1318,
1320,cust_160,The app keeps crashing every time I try to play a podcast This is so frustrating.,,
1321,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1320,
1322,cust_161,Why was I charged twice this month for Premium?? This is so frustrating.,,
1323,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1322,
1324,cust_162,"How do I cancel my subscription, I don't want to be charged again Please help!",,
1325,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1324,
1326,cust_163,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer ",,
1327,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1326,
1328,cust_164,"Please add a way to sort playlists alphabetically, it would help so much",,
1329,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1328,
1330,cust_165,My Spotify won't connect to my Bluetooth speaker anymore Please help!,,
1331,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1330,
1332,cust_166,"I can't log into my account, it keeps saying wrong password even after reset",,
1333,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1332,
1334,cust_167,The app keeps crashing every time I try to play a podcast Thanks.,,
1335,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1334,
1336,cust_168,"I can't log into my account, it keeps saying wrong password even after reset ",,
1337,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1336,
1338,cust_169,The app keeps crashing every time I try to play a podcast,,
1339,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1338,
1340,cust_170,The app keeps crashing every time I try to play a podcast Please help!,,
1341,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1340,
1342,cust_171,"How do I cancel my subscription, I don't want to be charged again",,
1343,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1342,
1344,cust_172,Why was I charged twice this month for Premium?? ,,
1345,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1344,
1346,cust_173,"I can't log into my account, it keeps saying wrong password even after reset",,
1347,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1346,
1348,cust_174,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1349,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1348,
1350,cust_175,"Please add a way to sort playlists alphabetically, it would help so much",,
1351,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1350,
1352,cust_176,"Please add a way to sort playlists alphabetically, it would help so much",,
1353,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1352,
1354,cust_177,The app keeps crashing every time I try to play a podcast Thanks.,,
1355,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1354,
1356,cust_178,My Spotify won't connect to my Bluetooth speaker anymore Please help!,,
1357,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1356,
1358,cust_179,"Please add a way to sort playlists alphabetically, it would help so much",,
1359,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1358,
1360,cust_180,My Spotify won't connect to my Bluetooth speaker anymore ,,
1361,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1360,
1362,cust_181,The app keeps crashing every time I try to play a podcast Thanks.,,
1363,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1362,
1364,cust_182,My Spotify won't connect to my Bluetooth speaker anymore ,,
1365,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1364,
1366,cust_183,"Please add a way to sort playlists alphabetically, it would help so much",,
1367,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1366,
1368,cust_184,"Please add a way to sort playlists alphabetically, it would help so much",,
1369,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1368,
1370,cust_185,Why was I charged twice this month for Premium??,,
1371,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1370,
1372,cust_186,The app keeps crashing every time I try to play a podcast Please help!,,
1373,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1372,
1374,cust_187,The app keeps crashing every time I try to play a podcast ,,
1375,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1374,
1376,cust_188,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1377,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1376,
1378,cust_189,"Please add a way to sort playlists alphabetically, it would help so much ",,
1379,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1378,
1380,cust_190,"How do I cancel my subscription, I don't want to be charged again",,
1381,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1380,
1382,cust_191,My Spotify won't connect to my Bluetooth speaker anymore This is so frustrating.,,
1383,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1382,
1384,cust_192,"Please add a way to sort playlists alphabetically, it would help so much Thanks.",,
1385,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1384,
1386,cust_193,"I can't log into my account, it keeps saying wrong password even after reset",,
1387,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1386,
1388,cust_194,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer Thanks.",,
1389,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1388,
1390,cust_195,Why was I charged twice this month for Premium??,,
1391,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1390,
1392,cust_196,Why was I charged twice this month for Premium?? This is so frustrating.,,
1393,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1392,
1394,cust_197,"How do I cancel my subscription, I don't want to be charged again",,
1395,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1394,
1396,cust_198,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer ",,
1397,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1396,
1398,cust_199,"Please add a way to sort playlists alphabetically, it would help so much",,
1399,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1398,
1400,cust_200,"Please add a way to sort playlists alphabetically, it would help so much",,
1401,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1400,
1402,cust_201,"How do I cancel my subscription, I don't want to be charged again This is so frustrating.",,
1403,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1402,
1404,cust_202,"Please add a way to sort playlists alphabetically, it would help so much",,
1405,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1404,
1406,cust_203,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1407,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1406,
1408,cust_204,"I can't log into my account, it keeps saying wrong password even after reset",,
1409,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1408,
1410,cust_205,Why was I charged twice this month for Premium?? ,,
1411,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1410,
1412,cust_206,"I can't log into my account, it keeps saying wrong password even after reset",,
1413,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1412,
1414,cust_207,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer This is so frustrating.",,
1415,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1414,
1416,cust_208,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer Thanks.",,
1417,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1416,
1418,cust_209,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1419,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1418,
1420,cust_210,My Spotify won't connect to my Bluetooth speaker anymore,,
1421,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1420,
1422,cust_211,My Spotify won't connect to my Bluetooth speaker anymore ,,
1423,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1422,
1424,cust_212,Why was I charged twice this month for Premium??,,
1425,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1424,
1426,cust_213,"How do I cancel my subscription, I don't want to be charged again This is so frustrating.",,
1427,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1426,
1428,cust_214,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1429,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1428,
1430,cust_215,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1431,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1430,
1432,cust_216,"How do I cancel my subscription, I don't want to be charged again",,
1433,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1432,
1434,cust_217,The app keeps crashing every time I try to play a podcast Thanks.,,
1435,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1434,
1436,cust_218,Why was I charged twice this month for Premium?? Thanks.,,
1437,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1436,
1438,cust_219,My Spotify won't connect to my Bluetooth speaker anymore This is so frustrating.,,
1439,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1438,
1440,cust_220,Why was I charged twice this month for Premium?? This is so frustrating.,,
1441,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1440,
1442,cust_221,"Please add a way to sort playlists alphabetically, it would help so much ",,
1443,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1442,
1444,cust_222,"How do I cancel my subscription, I don't want to be charged again ",,
1445,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1444,
1446,cust_223,"How do I cancel my subscription, I don't want to be charged again ",,
1447,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1446,
1448,cust_224,"How do I cancel my subscription, I don't want to be charged again",,
1449,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1448,
1450,cust_225,My Spotify won't connect to my Bluetooth speaker anymore,,
1451,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1450,
1452,cust_226,"I can't log into my account, it keeps saying wrong password even after reset",,
1453,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1452,
1454,cust_227,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1455,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1454,
1456,cust_228,"How do I cancel my subscription, I don't want to be charged again Thanks.",,
1457,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1456,
1458,cust_229,The app keeps crashing every time I try to play a podcast,,
1459,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1458,
1460,cust_230,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1461,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1460,
1462,cust_231,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer This is so frustrating.",,
1463,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1462,
1464,cust_232,"How do I cancel my subscription, I don't want to be charged again ",,
1465,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1464,
1466,cust_233,"How do I cancel my subscription, I don't want to be charged again Thanks.",,
1467,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1466,
1468,cust_234,"Please add a way to sort playlists alphabetically, it would help so much",,
1469,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1468,
1470,cust_235,"How do I cancel my subscription, I don't want to be charged again",,
1471,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1470,
1472,cust_236,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer This is so frustrating.",,
1473,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1472,
1474,cust_237,My Spotify won't connect to my Bluetooth speaker anymore,,
1475,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1474,
1476,cust_238,"How do I cancel my subscription, I don't want to be charged again",,
1477,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1476,
1478,cust_239,"Please add a way to sort playlists alphabetically, it would help so much ",,
1479,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1478,
1480,cust_240,Why was I charged twice this month for Premium??,,
1481,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1480,
1482,cust_241,Why was I charged twice this month for Premium?? ,,
1483,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1482,
1484,cust_242,The app keeps crashing every time I try to play a podcast Thanks.,,
1485,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1484,
1486,cust_243,The app keeps crashing every time I try to play a podcast,,
1487,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1486,
1488,cust_244,"How do I cancel my subscription, I don't want to be charged again ",,
1489,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1488,
1490,cust_245,The app keeps crashing every time I try to play a podcast,,
1491,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1490,
1492,cust_246,"How do I cancel my subscription, I don't want to be charged again Please help!",,
1493,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1492,
1494,cust_247,The app keeps crashing every time I try to play a podcast Please help!,,
1495,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1494,
1496,cust_248,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1497,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1496,
1498,cust_249,"I can't log into my account, it keeps saying wrong password even after reset",,
1499,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1498,
1500,cust_250,Why was I charged twice this month for Premium?? Please help!,,
1501,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1500,
1502,cust_251,My Spotify won't connect to my Bluetooth speaker anymore This is so frustrating.,,
1503,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1502,
1504,cust_252,"How do I cancel my subscription, I don't want to be charged again",,
1505,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1504,
1506,cust_253,My Spotify won't connect to my Bluetooth speaker anymore,,
1507,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1506,
1508,cust_254,"How do I cancel my subscription, I don't want to be charged again",,
1509,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1508,
1510,cust_255,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer Please help!",,
1511,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1510,
1512,cust_256,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1513,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1512,
1514,cust_257,The app keeps crashing every time I try to play a podcast Please help!,,
1515,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1514,
1516,cust_258,The app keeps crashing every time I try to play a podcast,,
1517,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1516,
1518,cust_259,"How do I cancel my subscription, I don't want to be charged again This is so frustrating.",,
1519,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1518,
1520,cust_260,"I can't log into my account, it keeps saying wrong password even after reset",,
1521,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1520,
1522,cust_261,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1523,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1522,
1524,cust_262,"I can't log into my account, it keeps saying wrong password even after reset",,
1525,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1524,
1526,cust_263,The app keeps crashing every time I try to play a podcast,,
1527,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1526,
1528,cust_264,My Spotify won't connect to my Bluetooth speaker anymore,,
1529,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1528,
1530,cust_265,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1531,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1530,
1532,cust_266,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer ",,
1533,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1532,
1534,cust_267,"Please add a way to sort playlists alphabetically, it would help so much Thanks.",,
1535,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1534,
1536,cust_268,"I can't log into my account, it keeps saying wrong password even after reset",,
1537,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1536,
1538,cust_269,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer ",,
1539,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1538,
1540,cust_270,The app keeps crashing every time I try to play a podcast,,
1541,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1540,
1542,cust_271,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer This is so frustrating.",,
1543,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1542,
1544,cust_272,"How do I cancel my subscription, I don't want to be charged again Thanks.",,
1545,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1544,
1546,cust_273,My Spotify won't connect to my Bluetooth speaker anymore,,
1547,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1546,
1548,cust_274,My Spotify won't connect to my Bluetooth speaker anymore,,
1549,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1548,
1550,cust_275,"How do I cancel my subscription, I don't want to be charged again Thanks.",,
1551,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1550,
1552,cust_276,The app keeps crashing every time I try to play a podcast,,
1553,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1552,
1554,cust_277,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer",,
1555,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1554,
1556,cust_278,The app keeps crashing every time I try to play a podcast,,
1557,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1556,
1558,cust_279,Why was I charged twice this month for Premium??,,
1559,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1558,
1560,cust_280,My Spotify won't connect to my Bluetooth speaker anymore,,
1561,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1560,
1562,cust_281,"How do I cancel my subscription, I don't want to be charged again ",,
1563,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1562,
1564,cust_282,"This is unacceptable, I've been charged $45 and no one is responding, I want a lawyer ",,
1565,SpotifyCares,We're very sorry -- escalating this to a specialist who will reach out to you directly within 24 hours.,1564,
1566,cust_283,Why was I charged twice this month for Premium?? Thanks.,,
1567,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1566,
1568,cust_284,The app keeps crashing every time I try to play a podcast Thanks.,,
1569,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1568,
1570,cust_285,My Spotify won't connect to my Bluetooth speaker anymore This is so frustrating.,,
1571,SpotifyCares,"Try forgetting the device and re-pairing it, and make sure both devices have the latest firmware/app updates.",1570,
1572,cust_286,"I can't log into my account, it keeps saying wrong password even after reset ",,
1573,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1572,
1574,cust_287,"How do I cancel my subscription, I don't want to be charged again",,
1575,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1574,
1576,cust_288,Why was I charged twice this month for Premium??,,
1577,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1576,
1578,cust_289,"Please add a way to sort playlists alphabetically, it would help so much",,
1579,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1578,
1580,cust_290,"How do I cancel my subscription, I don't want to be charged again",,
1581,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1580,
1582,cust_291,"I can't log into my account, it keeps saying wrong password even after reset ",,
1583,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1582,
1584,cust_292,"Please add a way to sort playlists alphabetically, it would help so much Thanks.",,
1585,SpotifyCares,Thanks for the suggestion! We've passed this along to our product team for consideration.,1584,
1586,cust_293,"How do I cancel my subscription, I don't want to be charged again",,
1587,SpotifyCares,You can cancel anytime from Account > Subscription > Cancel Premium. You'll keep access until the billing period ends.,1586,
1588,cust_294,The app keeps crashing every time I try to play a podcast Thanks.,,
1589,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1588,
1590,cust_295,The app keeps crashing every time I try to play a podcast,,
1591,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1590,
1592,cust_296,The app keeps crashing every time I try to play a podcast This is so frustrating.,,
1593,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1592,
1594,cust_297,"I can't log into my account, it keeps saying wrong password even after reset",,
1595,SpotifyCares,"Hi there, sorry about that! Please try resetting your password via open.spotify.com/reset and clear your app cache.",1594,
1596,cust_298,The app keeps crashing every time I try to play a podcast This is so frustrating.,,
1597,SpotifyCares,"Sorry to hear that! Please try updating to the latest app version and restarting your device, let us know if it persists.",1596,
1598,cust_299,Why was I charged twice this month for Premium?? ,,
1599,SpotifyCares,"Hi, we're sorry for the double charge. Please DM us your account email and we'll process a refund within 5-7 days.",1598,
